timestamp,d_date,t_time,c_count,company_code,company,exchange,open,high,low,incre_decre,current,close,last_price,buy_qty,sell_qty,dwh_p_col3
"2023-08-10 09:15:02",2023-08-10,09:15:02,1,AXISBANK,"Axis Bank Ltd.",NSE,948,950,947.3,-0.2,949.8,950,949.8,79106,191314,NULL
"2023-08-10 09:15:02",2023-08-10,09:15:02,1,HDFCBANK,"HDFC Bank Ltd.",NSE,1647.05,1647.05,1647.05,-3.4,1647.1,1650.5,1647.1,174217,294893,NULL
"2023-08-10 09:15:02",2023-08-10,09:15:02,1,ICICIBANK,"ICICI Bank Ltd.",NSE,971.55,971.55,971.55,-1.15,971.55,972.7,971.55,86130,223476,NULL
"2023-08-10 09:15:02",2023-08-10,09:15:02,1,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1825.75,1825.75,1825.75,-5.5,1826,1831.5,1826,46261,74511,NULL
"2023-08-10 09:15:02",2023-08-10,09:15:02,1,"NIFTY BANK",,NSE,44797.6,44823.6,44795.1,-71.5,44809.2,44880.7,44809.2,0,0,NULL
"2023-08-10 09:15:02",2023-08-10,09:15:02,1,SBIN,"State Bank of India",NSE,573.75,573.75,573,-0.7,573.05,573.75,573.05,281023,651975,NULL
"2023-08-10 09:15:08",2023-08-10,09:15:08,2,AXISBANK,"Axis Bank Ltd.",NSE,948,950,945.3,-4.45,945.55,950,945.55,94830,204485,NULL
"2023-08-10 09:15:08",2023-08-10,09:15:08,2,HDFCBANK,"HDFC Bank Ltd.",NSE,1647.05,1648.9,1647.05,-3.45,1647.05,1650.5,1647.05,165772,303670,NULL
"2023-08-10 09:15:08",2023-08-10,09:15:08,2,ICICIBANK,"ICICI Bank Ltd.",NSE,971.55,972.9,971.15,-1.5,971.2,972.7,971.2,119071,260345,NULL
"2023-08-10 09:15:08",2023-08-10,09:15:08,2,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1825.75,1828,1825.75,-4.3,1827.2,1831.5,1827.2,52692,82948,NULL
"2023-08-10 09:15:08",2023-08-10,09:15:08,2,"NIFTY BANK",,NSE,44797.6,44829.2,44756.7,-94.65,44786.1,44880.7,44786.1,0,0,NULL
"2023-08-10 09:15:08",2023-08-10,09:15:08,2,SBIN,"State Bank of India",NSE,573.75,573.75,573,-1.6,572.15,573.75,572.15,281023,651975,NULL
"2023-08-10 09:15:13",2023-08-10,09:15:13,3,AXISBANK,"Axis Bank Ltd.",NSE,948,950,945.05,-4.45,945.55,950,945.55,113505,220135,NULL
"2023-08-10 09:15:13",2023-08-10,09:15:13,3,HDFCBANK,"HDFC Bank Ltd.",NSE,1647.05,1648.9,1647.05,-2.7,1647.8,1650.5,1647.8,189079,322069,NULL
"2023-08-10 09:15:13",2023-08-10,09:15:13,3,ICICIBANK,"ICICI Bank Ltd.",NSE,971.55,972.9,971.15,-1.3,971.4,972.7,971.4,119071,260345,NULL
"2023-08-10 09:15:13",2023-08-10,09:15:13,3,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1825.75,1828,1825.4,-3.7,1827.8,1831.5,1827.8,65202,92612,NULL
"2023-08-10 09:15:13",2023-08-10,09:15:13,3,"NIFTY BANK",,NSE,44797.6,44829.2,44747.9,-127.3,44753.4,44880.7,44753.4,0,0,NULL
"2023-08-10 09:15:13",2023-08-10,09:15:13,3,SBIN,"State Bank of India",NSE,573.75,573.75,571.75,-1.85,571.9,573.75,571.9,316649,732495,NULL
"2023-08-10 09:15:19",2023-08-10,09:15:19,4,AXISBANK,"Axis Bank Ltd.",NSE,948,950,945.05,-3.15,946.85,950,946.85,131211,230553,NULL
"2023-08-10 09:15:19",2023-08-10,09:15:19,4,HDFCBANK,"HDFC Bank Ltd.",NSE,1647.05,1648.9,1647.05,-3.5,1647,1650.5,1647,189079,322069,NULL
"2023-08-10 09:15:19",2023-08-10,09:15:19,4,ICICIBANK,"ICICI Bank Ltd.",NSE,971.55,973.65,970.75,-2.05,970.65,972.7,970.65,140593,282558,NULL
"2023-08-10 09:15:19",2023-08-10,09:15:19,4,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1825.75,1828,1825.4,-4.75,1826.75,1831.5,1826.75,65202,92612,NULL
"2023-08-10 09:15:19",2023-08-10,09:15:19,4,"NIFTY BANK",,NSE,44797.6,44829.2,44747,-124.8,44755.9,44880.7,44755.9,0,0,NULL
"2023-08-10 09:15:19",2023-08-10,09:15:19,4,SBIN,"State Bank of India",NSE,573.75,573.75,571.2,-1.6,572.15,573.75,572.15,376808,800468,NULL
"2023-08-10 09:15:25",2023-08-10,09:15:25,5,AXISBANK,"Axis Bank Ltd.",NSE,948,950,945.05,-2.2,947.8,950,947.8,133786,238035,NULL
"2023-08-10 09:15:25",2023-08-10,09:15:25,5,HDFCBANK,"HDFC Bank Ltd.",NSE,1647.05,1648.9,1647.05,-2.15,1648.35,1650.5,1648.35,189079,322069,NULL
"2023-08-10 09:15:25",2023-08-10,09:15:25,5,ICICIBANK,"ICICI Bank Ltd.",NSE,971.55,973.65,970.15,-2.3,970.4,972.7,970.4,156478,292942,NULL
"2023-08-10 09:15:25",2023-08-10,09:15:25,5,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1825.75,1828,1825,-4.75,1826.75,1831.5,1826.75,73075,99640,NULL
"2023-08-10 09:15:25",2023-08-10,09:15:25,5,"NIFTY BANK",,NSE,44797.6,44829.2,44747,-88.35,44792.4,44880.7,44792.4,0,0,NULL
"2023-08-10 09:15:25",2023-08-10,09:15:25,5,SBIN,"State Bank of India",NSE,573.75,573.75,571.2,-1.15,572.6,573.75,572.6,419514,805066,NULL
"2023-08-10 09:15:30",2023-08-10,09:15:30,6,AXISBANK,"Axis Bank Ltd.",NSE,948,950,945.05,-1.55,948.45,950,948.45,145829,236385,NULL
"2023-08-10 09:15:30",2023-08-10,09:15:30,6,HDFCBANK,"HDFC Bank Ltd.",NSE,1647.05,1648.9,1646.45,-2.2,1648.3,1650.5,1648.3,214196,332114,NULL
"2023-08-10 09:15:30",2023-08-10,09:15:30,6,ICICIBANK,"ICICI Bank Ltd.",NSE,971.55,973.65,970.15,-2.3,970.4,972.7,970.4,170765,301103,NULL
"2023-08-10 09:15:30",2023-08-10,09:15:30,6,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1825.75,1828,1825,-6.1,1825.4,1831.5,1825.4,80585,105961,NULL
