timestamp,d_date,t_time,c_count,company_code,company,exchange,open,high,low,incre_decre,current,close,last_price,buy_qty,sell_qty,dwh_p_col3
"2023-08-02 09:15:01",2023-08-02,09:15:01,1,AXISBANK,"Axis Bank Ltd.",NSE,951.5,953.7,950.85,-8.25,951.65,959.9,951.65,108053,187754,NULL
"2023-08-02 09:15:01",2023-08-02,09:15:01,1,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1649.7,1642,-13.85,1648.4,1662.25,1648.4,314782,386234,NULL
"2023-08-02 09:15:01",2023-08-02,09:15:01,1,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,991.3,985.25,-4.55,990,994.55,990,94810,175706,NULL
"2023-08-02 09:15:01",2023-08-02,09:15:01,1,"NIFTY BANK",,NSE,45234.6,45358.1,45234.6,-234.6,45357.9,45592.5,45357.9,0,0,NULL
"2023-08-02 09:15:06",2023-08-02,09:15:06,2,AXISBANK,"Axis Bank Ltd.",NSE,951.5,956.45,950.85,-3.45,956.45,959.9,956.45,141406,197710,NULL
"2023-08-02 09:15:06",2023-08-02,09:15:06,2,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1649.7,1642,-14.45,1647.8,1662.25,1647.8,327836,408744,NULL
"2023-08-02 09:15:06",2023-08-02,09:15:06,2,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,992.8,985.25,-1.95,992.6,994.55,992.6,154768,204403,NULL
"2023-08-02 09:15:06",2023-08-02,09:15:06,2,"NIFTY BANK",,NSE,45234.6,45383.5,45234.6,-249.5,45343,45592.5,45343,0,0,NULL
"2023-08-02 09:15:12",2023-08-02,09:15:12,3,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958,950.85,-2.6,957.3,959.9,957.3,162815,222479,NULL
"2023-08-02 09:15:12",2023-08-02,09:15:12,3,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1649.7,1642,-14.45,1647.8,1662.25,1647.8,346893,425121,NULL
"2023-08-02 09:15:12",2023-08-02,09:15:12,3,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,993.85,985.25,-1.55,993,994.55,993,173320,231712,NULL
"2023-08-02 09:15:12",2023-08-02,09:15:12,3,"NIFTY BANK",,NSE,45234.6,45392.1,45234.6,-207.75,45384.8,45592.5,45384.8,0,0,NULL
"2023-08-02 09:15:18",2023-08-02,09:15:18,4,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958.8,950.85,-1.3,958.6,959.9,958.6,170175,224484,NULL
"2023-08-02 09:15:18",2023-08-02,09:15:18,4,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1649.7,1642,-13.35,1648.9,1662.25,1648.9,349436,418933,NULL
"2023-08-02 09:15:18",2023-08-02,09:15:18,4,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,993.85,985.25,-2.6,991.95,994.55,991.95,177079,236859,NULL
"2023-08-02 09:15:18",2023-08-02,09:15:18,4,"NIFTY BANK",,NSE,45234.6,45398.4,45234.6,-224.35,45368.1,45592.5,45368.1,0,0,NULL
"2023-08-02 09:15:24",2023-08-02,09:15:24,5,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958.9,950.85,-1.05,958.85,959.9,958.85,176766,233425,NULL
"2023-08-02 09:15:24",2023-08-02,09:15:24,5,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1649.7,1642,-12.6,1649.65,1662.25,1649.65,350802,416644,NULL
"2023-08-02 09:15:24",2023-08-02,09:15:24,5,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,993.85,985.25,-3.5,991.05,994.55,991.05,196012,242679,NULL
"2023-08-02 09:15:24",2023-08-02,09:15:24,5,"NIFTY BANK",,NSE,45234.6,45398.4,45234.6,-229.9,45362.6,45592.5,45362.6,0,0,NULL
"2023-08-02 09:15:29",2023-08-02,09:15:29,6,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958.9,950.85,-1.8,958.1,959.9,958.1,185300,236982,NULL
"2023-08-02 09:15:29",2023-08-02,09:15:29,6,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1651.25,1642,-12.05,1650.2,1662.25,1650.2,354349,427331,NULL
"2023-08-02 09:15:29",2023-08-02,09:15:29,6,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,993.85,985.25,-3.25,991.3,994.55,991.3,213552,254152,NULL
"2023-08-02 09:15:29",2023-08-02,09:15:29,6,"NIFTY BANK",,NSE,45234.6,45398.4,45234.6,-216.2,45376.3,45592.5,45376.3,0,0,NULL
"2023-08-02 09:15:35",2023-08-02,09:15:35,7,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958.9,950.85,-2.25,957.65,959.9,957.65,191603,242652,NULL
"2023-08-02 09:15:35",2023-08-02,09:15:35,7,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1651.25,1642,-12.35,1649.9,1662.25,1649.9,369465,433224,NULL
"2023-08-02 09:15:35",2023-08-02,09:15:35,7,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,993.85,985.25,-3,991.55,994.55,991.55,198402,260083,NULL
"2023-08-02 09:15:35",2023-08-02,09:15:35,7,"NIFTY BANK",,NSE,45234.6,45398.4,45234.6,-232.85,45359.6,45592.5,45359.6,0,0,NULL
"2023-08-02 09:15:41",2023-08-02,09:15:41,8,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958.9,950.85,-3.5,956.4,959.9,956.4,194818,253744,NULL
"2023-08-02 09:15:41",2023-08-02,09:15:41,8,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1651.25,1642,-13.45,1648.8,1662.25,1648.8,365982,448783,NULL
"2023-08-02 09:15:41",2023-08-02,09:15:41,8,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,993.85,985.25,-2.15,992.4,994.55,992.4,234599,270839,NULL
"2023-08-02 09:15:41",2023-08-02,09:15:41,8,"NIFTY BANK",,NSE,45234.6,45398.4,45234.6,-231,45361.5,45592.5,45361.5,0,0,NULL
"2023-08-02 09:15:46",2023-08-02,09:15:46,9,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958.9,950.85,-4.15,955.75,959.9,955.75,201769,258031,NULL
"2023-08-02 09:15:46",2023-08-02,09:15:46,9,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1651.25,1642,-14.25,1648,1662.25,1648,372697,454011,NULL
"2023-08-02 09:15:46",2023-08-02,09:15:46,9,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,993.85,985.25,-2.25,992.3,994.55,992.3,225189,269504,NULL
"2023-08-02 09:15:46",2023-08-02,09:15:46,9,"NIFTY BANK",,NSE,45234.6,45398.4,45234.6,-252.5,45340,45592.5,45340,0,0,NULL
"2023-08-02 09:15:52",2023-08-02,09:15:52,10,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958.9,950.85,-5.45,954.45,959.9,954.45,202773,259278,NULL
"2023-08-02 09:15:52",2023-08-02,09:15:52,10,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1651.25,1642,-14.55,1647.7,1662.25,1647.7,372665,457427,NULL
"2023-08-02 09:15:52",2023-08-02,09:15:52,10,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,993.85,985.25,-2.35,992.2,994.55,992.2,225727,287731,NULL
"2023-08-02 09:15:52",2023-08-02,09:15:52,10,"NIFTY BANK",,NSE,45234.6,45398.4,45234.6,-262.55,45329.9,45592.5,45329.9,0,0,NULL
"2023-08-02 09:15:57",2023-08-02,09:15:57,11,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958.9,950.85,-5.9,954,959.9,954,211860,260669,NULL
"2023-08-02 09:15:57",2023-08-02,09:15:57,11,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1651.25,1642,-15.05,1647.2,1662.25,1647.2,372872,457163,NULL
"2023-08-02 09:15:57",2023-08-02,09:15:57,11,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,993.85,985.25,-2.25,992.3,994.55,992.3,246150,296331,NULL
"2023-08-02 09:15:57",2023-08-02,09:15:57,11,"NIFTY BANK",,NSE,45234.6,45398.4,45234.6,-279.55,45312.9,45592.5,45312.9,0,0,NULL
"2023-08-02 09:16:02",2023-08-02,09:16:02,12,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958.9,950.85,-4.6,955.3,959.9,955.3,218139,255360,NULL
"2023-08-02 09:16:02",2023-08-02,09:16:02,12,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1651.25,1642,-15,1647.25,1662.25,1647.25,370756,457387,NULL
"2023-08-02 09:16:02",2023-08-02,09:16:02,12,ICICIBANK,"ICICI Bank Ltd.",NSE,985.25,993.85,985.25,-3.1,991.45,994.55,991.45,245372,301566,NULL
"2023-08-02 09:16:02",2023-08-02,09:16:02,12,"NIFTY BANK",,NSE,45234.6,45398.4,45234.6,-276.3,45316.2,45592.5,45316.2,0,0,NULL
"2023-08-02 09:16:08",2023-08-02,09:16:08,13,AXISBANK,"Axis Bank Ltd.",NSE,951.5,958.9,950.85,-5,954.9,959.9,954.9,219600,261000,NULL
"2023-08-02 09:16:08",2023-08-02,09:16:08,13,HDFCBANK,"HDFC Bank Ltd.",NSE,1642,1651.25,1642,-15.25,1647,1662.25,1647,380159,458582,NULL
